;combo;num_outlets;num_appearances;normalized_appearances;year;month;month_half;FarRight;Right;CenterRight;Center;CenterLeft;Left;FarLeft
1179;tom hanks.none.rita wilson;1;4;0.0223463687150838;2020;11;15;0;0;0;4;0;0;0
1180;none.none.none;151;616;189.82857142857142;2020;12;1;58;156;116;120;48;82;36
1181;bad bunny.none.none;16;34;1.110204081632653;2020;12;1;0;4;14;10;6;0;0
1182;none.donald trump.none;7;18;0.2571428571428571;2020;12;1;0;0;0;4;4;2;8
1183;moderna.none.none;3;6;0.03673469387755102;2020;12;1;0;4;0;2;0;0;0
1184;none.donald trump.republican party;3;6;0.03673469387755102;2020;12;1;0;0;0;2;2;2;0
1185;none.none.laquan mcdonald;3;6;0.03673469387755102;2020;12;1;0;0;0;4;2;0;0
1186;auntie elaine ohlsen.none.none;3;6;0.03673469387755102;2020;12;1;0;0;0;0;6;0;0
1187;kwanza hall.none.none;3;6;0.03673469387755102;2020;12;1;0;0;4;2;0;0;0
1188;none.donald trump.joe biden;3;6;0.03673469387755102;2020;12;1;4;0;0;2;0;0;0
1189;janet yellen.republican senators.workers;3;6;0.03673469387755102;2020;12;1;0;0;2;0;2;2;0
1190;none.none.none;38;432;102.6;2020;12;15;62;2;2;36;226;6;98
1191;none.donald trump.none;8;16;0.8;2020;12;15;0;0;0;0;2;2;12
1192;steven mnuchin.none.none;3;6;0.11249999999999999;2020;12;15;2;0;0;2;2;0;0
1193;anthony fauci.none.none;3;6;0.11249999999999999;2020;12;15;2;0;0;0;2;0;2
1194;none.donald trump.united states;3;6;0.11249999999999999;2020;12;15;0;0;0;0;0;0;6
1195;none.none.michael corey jenkins and eddie terrell parker;1;16;0.1;2020;12;15;0;0;0;0;0;0;16
1196;none.none.at least five people;1;12;0.07500000000000001;2020;12;15;0;0;0;0;0;0;12
1197;jimmy fallon.none.none;1;10;0.0625;2020;12;15;0;0;0;10;0;0;0
1198;boris johnson.none.none;2;4;0.05;2020;12;15;0;0;0;0;2;0;2
1199;none.deranged jack smith.none;1;8;0.05;2020;12;15;0;0;0;0;0;0;8
1200;none.none.none;168;808;282.79999999999995;2021;1;1;66;152;126;164;116;112;72
1201;none.donald trump.none;6;16;0.2;2021;1;1;0;0;0;0;0;2;14
1202;"none
villain: none
victim: none.none.none";5;10;0.10416666666666666;2021;1;1;0;0;4;2;2;2;0
1203;hung pei-ling.none.none;5;10;0.10416666666666666;2021;1;1;0;0;2;6;2;0;0
1204;muhammadu buhari.none.none;3;12;0.07500000000000001;2021;1;1;0;0;8;0;0;4;0
1205;brad raffensperger.donald trump.none;4;8;0.06666666666666667;2021;1;1;2;0;0;0;0;0;6
1206;none.donald trump.americans;4;8;0.06666666666666667;2021;1;1;0;0;0;0;2;0;6
1207;joão doria.jair bolsonaro.brazil;4;8;0.06666666666666667;2021;1;1;0;0;2;2;4;0;0
1208;imran khan.none.none;3;8;0.05;2021;1;1;0;0;4;4;0;0;0
1209;dick thornburgh.none.none;3;6;0.037500000000000006;2021;1;1;0;4;2;0;0;0;0
1210;none.none.none;45;178;51.01910828025478;2021;1;15;74;0;10;16;38;2;38
1211;joe biden.none.none;3;8;0.15286624203821655;2021;1;15;2;0;0;0;0;0;6
1212;none.donald trump.none;3;6;0.11464968152866242;2021;1;15;2;0;0;0;0;0;4
1213;none.daniel alan baker.none;2;4;0.050955414012738856;2021;1;15;4;0;0;0;0;0;0
1214;joe biden.donald trump.none;2;4;0.050955414012738856;2021;1;15;2;0;0;0;0;0;2
1215;cicely tyson.none.none;2;4;0.050955414012738856;2021;1;15;2;0;0;0;0;0;2
1216;none.donald trump.americans;2;4;0.050955414012738856;2021;1;15;2;0;0;0;0;0;2
1217;ron rivera.none.none;2;4;0.050955414012738856;2021;1;15;2;0;0;0;0;0;2
1218;none.none.robert matthew farley;1;6;0.038216560509554146;2021;1;15;0;0;0;0;0;0;6
1219;none.none.7-year-old boy;1;6;0.038216560509554146;2021;1;15;0;0;0;0;0;0;6
1220;none.none.none;180;552;131.25495376486128;2021;2;1;44;64;108;116;100;38;82
1221;sean mcmanus.none.none;6;12;0.095112285336856;2021;2;1;0;0;4;8;0;0;0
1222;none.donald trump.none;6;12;0.095112285336856;2021;2;1;0;2;0;0;0;2;8
1223;tom brady.none.none;5;12;0.07926023778071334;2021;2;1;2;2;2;2;0;0;4
1224;ursula von der leyen.astrazeneca.none;4;8;0.04227212681638045;2021;2;1;0;0;0;2;6;0;0
1225;mei xiang.tian tian.none;4;8;0.04227212681638045;2021;2;1;0;0;4;4;0;0;0
1226;joe biden.myanmar military.aung san suu kyi;4;8;0.04227212681638045;2021;2;1;0;0;2;4;2;0;0
1227;apple.none.none;3;10;0.03963011889035667;2021;2;1;0;2;0;2;6;0;0
1228;nirmala sitharaman.none.none;3;6;0.023778071334214;2021;2;1;0;0;0;6;0;0;0
1229;joe biden.none.none;3;6;0.023778071334214;2021;2;1;0;2;0;0;0;2;2
1230;none.none.none;57;238;41.870370370370374;2021;2;15;34;58;8;4;6;34;94
1231;boris johnson.none.none;4;8;0.09876543209876543;2021;2;15;0;4;2;0;0;2;0
1232;none.donald trump.none;3;6;0.05555555555555555;2021;2;15;0;0;0;0;0;0;6
1233;sam kerr.none.none;1;10;0.030864197530864196;2021;2;15;0;0;0;0;0;0;10
1234;joe biden.none.none;2;4;0.024691358024691357;2021;2;15;2;0;0;0;0;0;2
1235;joe biden.donald trump.americans;2;4;0.024691358024691357;2021;2;15;0;0;0;0;0;2;2
1236;joe biden.donald trump.none;2;4;0.024691358024691357;2021;2;15;0;0;0;0;0;0;4
1237;fernando tatis jr..none.none;2;4;0.024691358024691357;2021;2;15;2;2;0;0;0;0;0
1238;none.donald trump.mitch mcconnell;2;4;0.024691358024691357;2021;2;15;0;0;0;0;0;0;4
1239;none.josh hawley.none;2;4;0.024691358024691357;2021;2;15;0;0;0;0;0;0;4
1240;none.none.none;247;1742;1007.6674473067915;2021;3;1;34;346;6;304;466;530;56
1241;chloé zhao.none.none;14;30;0.9836065573770493;2021;3;1;0;0;0;22;4;4;0
1242;chadwick boseman.none.none;7;16;0.26229508196721313;2021;3;1;0;0;0;10;4;2;0
1243;jodie foster.none.none;6;12;0.1686182669789227;2021;3;1;0;0;0;8;4;0;0
1244;joe biden.none.none;6;12;0.1686182669789227;2021;3;1;2;2;0;0;2;2;4
1245;laura pausini.none.none;5;10;0.117096018735363;2021;3;1;0;0;0;8;0;2;0
1246;emma corrin.none.none;5;10;0.117096018735363;2021;3;1;0;0;0;10;0;0;0
1247;joe biden.donald trump.none;3;6;0.04215456674473068;2021;3;1;0;0;0;0;2;0;4
1248;none.donald trump.none;3;6;0.04215456674473068;2021;3;1;0;0;0;2;0;0;4
1249;joakim noah.none.none;3;6;0.04215456674473068;2021;3;1;0;0;0;6;0;0;0
1250;none.none.none;220;1006;561.7258883248732;2021;3;15;60;214;596;34;44;26;32
1251;none.donald trump.none;3;8;0.06091370558375635;2021;3;15;0;0;0;0;0;0;8
1252;xtream1101.none.none;1;20;0.050761421319796954;2021;3;15;0;0;20;0;0;0;0
1253;bloomberg.none.none;2;6;0.03045685279187817;2021;3;15;0;0;0;4;0;2;0
1254;joe biden.donald trump.none;2;6;0.03045685279187817;2021;3;15;0;0;2;0;0;0;4
1255;none.joe manchin.democratic party;2;4;0.02030456852791878;2021;3;15;0;0;0;0;0;0;4
1256;none.joe biden.none;2;4;0.02030456852791878;2021;3;15;4;0;0;0;0;0;0
1257;boris johnson.none.none;2;4;0.02030456852791878;2021;3;15;2;0;2;0;0;0;0
1258;joe biden.none.none;2;4;0.02030456852791878;2021;3;15;0;0;4;0;0;0;0
1259;none.none.user;2;4;0.02030456852791878;2021;3;15;0;0;2;0;0;2;0
1260;none.none.none;156;658;182.97326203208556;2021;4;1;58;24;108;138;76;36;218
1261;francisco lindor.none.none;11;22;0.43137254901960786;2021;4;1;0;0;10;6;6;0;0
1262;joe biden.none.none;5;12;0.10695187165775402;2021;4;1;2;2;2;0;4;0;2
1263;rajinikanth.none.none;4;8;0.0570409982174688;2021;4;1;0;0;4;2;2;0;0
1264;johnson & johnson.emergent biosolutions.none;4;8;0.0570409982174688;2021;4;1;0;0;0;2;6;0;0
1265;police.suspect.four people, including a child;4;8;0.0570409982174688;2021;4;1;0;0;2;0;6;0;0
1266;none.none.andre drummond;4;8;0.0570409982174688;2021;4;1;0;0;4;2;2;0;0
1267;xtream1101.none.none;1;24;0.0427807486631016;2021;4;1;0;0;24;0;0;0;0
1268;kamala harris.none.none;3;6;0.0320855614973262;2021;4;1;0;2;2;2;0;0;0
1269;saadia zahidi.covid-19.women;3;6;0.0320855614973262;2021;4;1;0;0;2;4;0;0;0
1270;none.none.none;114;636;199.1868131868132;2021;4;15;90;70;10;20;10;78;358
1271;none.joe biden.none;2;6;0.03296703296703297;2021;4;15;2;4;0;0;0;0;0
1272;none.mike lindell.none;2;4;0.02197802197802198;2021;4;15;0;0;0;0;0;2;2
1273;elon musk.none.none;2;4;0.02197802197802198;2021;4;15;2;2;0;0;0;0;0
1274;kamala harris.none.none;2;4;0.02197802197802198;2021;4;15;0;0;0;0;0;4;0
1275;none.richard corcoran.none;2;4;0.02197802197802198;2021;4;15;0;2;0;0;0;0;2
1276;kate middleton.none.none;2;4;0.02197802197802198;2021;4;15;0;4;0;0;0;0;0
1277;prince philip.none.none;2;4;0.02197802197802198;2021;4;15;0;2;0;2;0;0;0
1278;bob kudla.tyrants.none;2;4;0.02197802197802198;2021;4;15;2;2;0;0;0;0;0
1279;peter cahill.maxine waters.derek chauvin;2;4;0.02197802197802198;2021;4;15;2;2;0;0;0;0;0
1280;none.none.none;164;720;227.07692307692307;2021;5;1;48;128;104;142;130;100;68
1281;quinton byfield.ducks.kings;7;14;0.18846153846153846;2021;5;1;0;0;0;6;6;2;0
1282;amari rodgers.none.none;6;12;0.13846153846153847;2021;5;1;0;4;4;4;0;0;0
1283;xtream1101.none.none;1;54;0.10384615384615385;2021;5;1;0;0;54;0;0;0;0
1284;jevon holland.none.none;5;10;0.09615384615384616;2021;5;1;0;0;4;4;0;2;0
1285;none.none.india;5;10;0.09615384615384616;2021;5;1;0;0;6;4;0;0;0
1286;kyle trask.none.none;4;10;0.07692307692307693;2021;5;1;0;0;2;4;4;0;0
1287;none.indian authorities.indian people;4;8;0.06153846153846154;2021;5;1;0;0;2;4;2;0;0
1288;tom brady.none.none;4;8;0.06153846153846154;2021;5;1;0;2;4;2;0;0;0
1289;merrick garland.rudy giuliani.marie yovanovitch;4;8;0.06153846153846154;2021;5;1;0;0;2;4;2;0;0
1290;none.none.none;38;168;35.46666666666667;2021;5;15;38;4;6;18;24;4;74
1291;joe biden.none.none;4;8;0.17777777777777778;2021;5;15;0;0;0;2;2;0;4
1292;none.israel.palestinians;4;8;0.17777777777777778;2021;5;15;0;0;0;0;0;0;8
1293;sam kerr.none.none;1;12;0.06666666666666667;2021;5;15;0;0;0;0;0;0;12
1294;none.none.andrew malkinson;1;10;0.05555555555555556;2021;5;15;0;0;0;0;0;0;10
1295;charlotte st. martin.covid-19.broadway workers;2;4;0.044444444444444446;2021;5;15;0;0;0;2;2;0;0
1296;carlito galvez jr..none.none;2;4;0.044444444444444446;2021;5;15;0;0;0;0;2;2;0
1297;demi lovato.none.none;2;4;0.044444444444444446;2021;5;15;0;2;0;0;0;0;2
1298;dr. liu thai ker.none.country garden;1;4;0.022222222222222223;2021;5;15;0;0;0;0;0;0;4
1299;none.uk.none;1;4;0.022222222222222223;2021;5;15;2;0;0;0;0;0;2
1300;none.none.none;175;938;331.6161616161616;2021;6;1;36;272;146;174;90;104;116
1301;"none
villain: none
victim: none.none.none";6;12;0.14545454545454545;2021;6;1;0;2;4;0;0;6;0
1302;chris taylor.genesis cabrera.st. louis cardinals;5;10;0.10101010101010102;2021;6;1;0;0;4;0;6;0;0
1303;josh frydenberg.none.none;5;10;0.10101010101010102;2021;6;1;0;0;4;4;2;0;0
1304;brian cordy.none.none;4;8;0.06464646464646465;2021;6;1;0;0;0;0;8;0;0
1305;philip lowe.none.none;4;8;0.06464646464646465;2021;6;1;0;0;4;2;2;0;0
1306;carlito galvez jr..none.none;4;8;0.06464646464646465;2021;6;1;0;0;0;0;2;6;0
1307;joe biden.none.none;4;8;0.06464646464646465;2021;6;1;2;2;0;2;2;0;0
1308;donovan mitchell.none.none;4;8;0.06464646464646465;2021;6;1;0;2;2;2;2;0;0
1309;none.annastacia palaszczuk.queensland taxpayers;4;8;0.06464646464646465;2021;6;1;0;2;2;0;4;0;0
1310;none.none.none;48;258;76.9192546583851;2021;6;15;66;2;4;26;6;4;150
1311;none.china.none;2;4;0.049689440993788817;2021;6;15;2;0;0;0;0;0;2
1312;none.none.robert matthew farley;1;4;0.024844720496894408;2021;6;15;0;0;0;0;0;0;4
1313;anthony fauci.virus.none;1;4;0.024844720496894408;2021;6;15;0;0;0;0;4;0;0
1314;carl nassib.none.none;1;4;0.024844720496894408;2021;6;15;0;0;0;0;0;0;4
1315;none.none.minneapolis police officers;1;2;0.012422360248447204;2021;6;15;0;0;0;0;0;0;2
1316;none.none.pelicans;1;2;0.012422360248447204;2021;6;15;0;0;0;0;0;0;2
1317;none.none.orthodox jewish community;1;2;0.012422360248447204;2021;6;15;0;0;0;0;0;0;2
1318;none.none.oregon residents who received both doses of the covid-19 vaccine;1;2;0.012422360248447204;2021;6;15;0;0;0;0;2;0;0
1319;none.none.obamacare;1;2;0.012422360248447204;2021;6;15;2;0;0;0;0;0;0
1320;none.none.none;213;1004;398.9776119402985;2021;7;1;36;124;110;192;194;280;68
1321;chris paul.patrick beverley.los angeles clippers;7;14;0.1828358208955224;2021;7;1;0;0;6;8;0;0;0
1322;chris paul.patrick beverley.clippers;5;10;0.09328358208955223;2021;7;1;0;0;4;4;2;0;0
1323;kayla mcbride.none.none;4;8;0.05970149253731343;2021;7;1;0;0;2;2;4;0;0
1324;none.china.none;4;8;0.05970149253731343;2021;7;1;2;0;0;2;0;4;0
1325;lionel messi.none.none;4;8;0.05970149253731343;2021;7;1;0;2;4;2;0;0;0
1326;none.xi jinping.taiwan;4;8;0.05970149253731343;2021;7;1;0;0;0;2;0;6;0
1327;chris paul.none.none;4;8;0.05970149253731343;2021;7;1;0;0;0;4;4;0;0
1328;none.none.twitter};3;6;0.033582089552238806;2021;7;1;0;2;0;2;2;0;0
1329;none.donald trump.joe biden;3;6;0.033582089552238806;2021;7;1;0;0;4;0;2;0;0
1330;none.none.none;41;206;55.20261437908496;2021;7;15;60;0;6;24;38;6;72
1331;dr. michael ison.covid-19.none;3;6;0.11764705882352941;2021;7;15;0;0;2;4;0;0;0
1332;none.joe biden.united states;3;6;0.11764705882352941;2021;7;15;6;0;0;0;0;0;0
1333;none.donald trump.none;2;6;0.0784313725490196;2021;7;15;0;0;0;0;0;0;6
1334;giannis antetokounmpo.none.none;2;4;0.05228758169934641;2021;7;15;0;0;2;0;0;0;2
1335;none.marjorie taylor greene.none;2;4;0.05228758169934641;2021;7;15;0;0;0;0;0;0;4
1336;anthony fauci.none.none;2;4;0.05228758169934641;2021;7;15;0;0;0;2;2;0;0
1337;stan horaczek.none.none;1;4;0.026143790849673203;2021;7;15;0;0;0;0;4;0;0
1338;babar azam.none.none;1;4;0.026143790849673203;2021;7;15;0;0;0;0;0;0;4
1339;dr. rochelle walensky.none.none;1;4;0.026143790849673203;2021;7;15;0;0;0;0;4;0;0
1340;none.none.none;184;850;301.34874759152217;2021;8;1;62;142;290;132;78;82;64
1341;caeleb dressel.none.none;11;24;0.5086705202312138;2021;8;1;0;2;6;10;2;4;0
1342;emma mckeon.none.none;10;20;0.3853564547206165;2021;8;1;0;4;4;8;2;2;0
1343;elaine thompson-herah.none.none;8;16;0.2466281310211946;2021;8;1;0;0;8;4;4;0;0
1344;simone biles.none.none;7;14;0.18882466281310212;2021;8;1;0;2;0;4;2;4;2
1345;bobby finke.none.none;6;12;0.13872832369942195;2021;8;1;0;2;2;6;2;0;0
1346;charlotte worthington.none.none;5;12;0.11560693641618497;2021;8;1;0;0;2;4;4;2;0
1347;raven saunders.none.none;5;10;0.09633911368015413;2021;8;1;0;0;0;0;6;4;0
1348;sean strickland.uriah hall.none;5;10;0.09633911368015413;2021;8;1;0;0;0;8;2;0;0
1349;rohan browning.none.none;5;10;0.09633911368015413;2021;8;1;0;4;4;0;2;0;0
1350;none.none.none;46;134;32.613756613756614;2021;8;15;46;0;10;16;18;26;18
1351;none.joe biden.afghanistan;3;6;0.09523809523809523;2021;8;15;6;0;0;0;0;0;0
1352;none.taliban.afghanistan;2;4;0.042328042328042326;2021;8;15;2;0;0;0;0;0;2
1353;none.donald trump.none;2;4;0.042328042328042326;2021;8;15;0;0;0;0;0;0;4
1354;jimmy hanaie.none.none;1;8;0.042328042328042326;2021;8;15;0;0;0;0;0;0;8
1355;tom brady.father time.nfl players' bodies;2;4;0.042328042328042326;2021;8;15;0;0;0;4;0;0;0
1356;none.joe biden.americans;2;4;0.042328042328042326;2021;8;15;4;0;0;0;0;0;0
1357;none.andrea m. matwyshyn.humanity;2;4;0.042328042328042326;2021;8;15;2;0;0;0;0;0;2
1358;kamala harris.none.none;2;4;0.042328042328042326;2021;8;15;0;0;0;2;2;0;0
1359;jacob frey.none.none;1;4;0.021164021164021163;2021;8;15;0;0;0;4;0;0;0
1360;none.none.none;226;1430;467.0231213872832;2021;9;1;296;272;164;260;136;154;148
1361;none.piers morgan.meghan markle;4;14;0.08092485549132948;2021;9;1;0;0;0;0;4;10;0
1362;none.taliban.afghans;4;14;0.08092485549132948;2021;9;1;0;0;4;0;0;8;2
1363;microsoft.none.none;2;20;0.057803468208092484;2021;9;1;0;12;0;8;0;0;0
1364;none.taliban.afghanistan;3;12;0.05202312138728323;2021;9;1;0;4;0;0;8;0;0
1365;jesus christ.none.none;3;10;0.043352601156069356;2021;9;1;2;0;4;0;4;0;0
1366;"none
villain: none
victim: none.none.none";3;10;0.043352601156069356;2021;9;1;0;4;0;0;4;0;2
1367;none.donald trump.joe biden;3;8;0.03468208092485549;2021;9;1;0;0;4;0;0;0;4
1368;none.donald trump.none;3;8;0.03468208092485549;2021;9;1;0;0;4;0;0;0;4
1369;none.joe biden.americans;3;8;0.03468208092485549;2021;9;1;4;4;0;0;0;0;0
1370;none.none.none;35;180;45.98540145985402;2021;9;15;26;0;48;80;16;4;6
1371;dolly parton.none.none;2;12;0.17518248175182483;2021;9;15;0;0;0;8;4;0;0
1372;"none
villain: none
victim: none.none.none";2;8;0.11678832116788321;2021;9;15;0;4;0;0;4;0;0
1373;chi chi rodriguez.none.none;2;8;0.11678832116788321;2021;9;15;0;0;8;0;0;0;0
1374;cedric the entertainer.none.none;2;8;0.11678832116788321;2021;9;15;0;0;0;4;0;4;0
1375;sam hunt.none.none;2;8;0.11678832116788321;2021;9;15;0;8;0;0;0;0;0
1376;none.donald trump.none;2;8;0.11678832116788321;2021;9;15;0;0;0;4;4;0;0
1377;yougov.none.none;1;8;0.058394160583941604;2021;9;15;0;0;8;0;0;0;0
1378;none.anna wintour.black employees and readers of vogue};1;4;0.029197080291970802;2021;9;15;0;0;0;0;4;0;0
1379;none.cbo (congressional budget office).unemployed people;1;4;0.029197080291970802;2021;9;15;0;0;0;4;0;0;0
1380;none.none.none;46;198;79.2;2021;10;1;4;4;32;106;48;4;0
1381;bill belichick.none.none;3;6;0.15652173913043477;2021;10;1;0;0;2;4;0;0;0
1382;matthew tkachuk.none.none;3;6;0.15652173913043477;2021;10;1;0;0;4;2;0;0;0
1383;linda yuen lambrecht.none.none;2;4;0.06956521739130435;2021;10;1;0;2;0;0;2;0;0
1384;edleen john.none.none;2;4;0.06956521739130435;2021;10;1;0;0;2;2;0;0;0
1385;elijah.ahab.israel;1;4;0.034782608695652174;2021;10;1;4;0;0;0;0;0;0
1386;none.fbi.unconfirmed trump rumors;1;2;0.017391304347826087;2021;10;1;0;0;0;2;0;0;0
1387;none.joe biden.american common sense;1;2;0.017391304347826087;2021;10;1;2;0;0;0;0;0;0
1388;none.jerome powell.judy shelton;1;2;0.017391304347826087;2021;10;1;2;0;0;0;0;0;0
1389;none.james webb.clifford l. norton;1;2;0.017391304347826087;2021;10;1;0;0;2;0;0;0;0
1390;none.none.none;53;238;108.74137931034484;2021;10;15;4;14;24;150;42;4;0
1391;halyna hutchins.alec baldwin.halyna hutchins;3;6;0.15517241379310345;2021;10;15;0;2;0;2;2;0;0
1392;queen elizabeth.none.none;2;4;0.06896551724137931;2021;10;15;0;0;0;4;0;0;0
1393;lebron james.none.none;2;4;0.06896551724137931;2021;10;15;0;0;2;2;0;0;0
1394;mariusz blaszczak.none.none;1;4;0.034482758620689655;2021;10;15;0;4;0;0;0;0;0
1395;luis fonsi.none.none;1;4;0.034482758620689655;2021;10;15;0;4;0;0;0;0;0
1396;richard neal.democratic tax policy.billionaires;1;4;0.034482758620689655;2021;10;15;2;2;0;0;0;0;0
1397;nigel farage.boris johnson.low wage earners;1;4;0.034482758620689655;2021;10;15;2;2;0;0;0;0;0
1398;none.china.guinea;1;4;0.034482758620689655;2021;10;15;2;2;0;0;0;0;0
1399;queen elizabeth ii.none.none;1;4;0.034482758620689655;2021;10;15;2;2;0;0;0;0;0
1400;none.none.none;46;154;58.0655737704918;2021;11;1;0;10;36;42;40;24;2
1401;india.none.none;2;4;0.06557377049180328;2021;11;1;0;2;0;0;2;0;0
1402;none.none.joe biden;2;4;0.06557377049180328;2021;11;1;2;0;0;0;2;0;0
1403;veterans and athletes united.none.none;2;4;0.06557377049180328;2021;11;1;0;2;2;0;0;0;0
1404;anatoly yakovenko.jpmorgan.retail investors;1;4;0.03278688524590164;2021;11;1;2;2;0;0;0;0;0
1405;none.jerome powell.judy shelton;1;4;0.03278688524590164;2021;11;1;2;2;0;0;0;0;0
1406;taylor swift.none.none;1;4;0.03278688524590164;2021;11;1;0;0;0;4;0;0;0
1407;riksbank.none.none;1;4;0.03278688524590164;2021;11;1;2;2;0;0;0;0;0
1408;james neesham.none.none;1;4;0.03278688524590164;2021;11;1;0;0;4;0;0;0;0
1409;anatoly yakovenko.none.none;1;4;0.03278688524590164;2021;11;1;2;2;0;0;0;0;0
1410;none.none.none;57;274;95.8159509202454;2021;11;15;4;10;24;38;44;26;128
1411;justin billard.none.none;5;10;0.3067484662576687;2021;11;15;0;2;6;2;0;0;0
1412;marcella lebeau.none.none;4;8;0.19631901840490798;2021;11;15;0;2;4;2;0;0;0
1413;tim weidlich.none.michael j. gilmer;4;8;0.19631901840490798;2021;11;15;0;2;4;2;0;0;0
1414;none.none.robert matthew farley;1;28;0.17177914110429449;2021;11;15;0;0;0;0;0;0;28
1415;joe biden.none.none;2;12;0.147239263803681;2021;11;15;0;0;0;0;8;0;4
1416;ilhan omar.lauren boebert.none;3;6;0.11042944785276074;2021;11;15;0;0;0;0;0;0;6
1417;todd munson.none.none;3;6;0.11042944785276074;2021;11;15;0;2;2;2;0;0;0
1418;peter jackson.none.none;2;6;0.0736196319018405;2021;11;15;0;0;0;0;0;0;6
1419;sister jean dolores schmidt.none.none;2;4;0.049079754601226995;2021;11;15;0;0;0;2;2;0;0
1420;none.none.none;165;638;197.87593984962405;2021;12;1;40;122;150;38;42;102;144
1421;none.mark meadows.none;3;8;0.045112781954887216;2021;12;1;0;0;0;2;0;0;6
1422;none.donald trump.none;3;8;0.045112781954887216;2021;12;1;0;0;0;0;0;2;6
1423;joe biden.none.none;3;6;0.03383458646616541;2021;12;1;2;2;0;0;0;0;2
1424;scott morrison.none.none;3;6;0.03383458646616541;2021;12;1;2;2;2;0;0;0;0
1425;kevin mccarthy.marjorie taylor greene.nancy mace;2;4;0.015037593984962405;2021;12;1;2;2;0;0;0;0;0
1426;none.jussie smollett.none;2;4;0.015037593984962405;2021;12;1;4;0;0;0;0;0;0
1427;"none
villain: none
victim: none.none.none";2;4;0.015037593984962405;2021;12;1;0;0;0;2;0;2;0
1428;boris johnson.nhs test and trace.people who refuse to follow the guidance;2;4;0.015037593984962405;2021;12;1;0;0;0;0;0;4;0
1429;wilko.none.none;2;4;0.015037593984962405;2021;12;1;0;2;0;0;0;2;0
1430;none.none.none;135;488;142.9067245119306;2021;12;15;32;16;144;64;76;12;144
1431;pfizer.none.none;3;6;0.039045553145336226;2021;12;15;2;2;2;0;0;0;0
1432;none.joe manchin.joe biden;3;6;0.039045553145336226;2021;12;15;4;0;0;0;0;0;2
1433;none.donald trump.none;3;6;0.039045553145336226;2021;12;15;0;0;0;0;0;0;6
1434;keechant sewell.none.none;3;6;0.039045553145336226;2021;12;15;6;0;0;0;0;0;0
1435;none.joe manchin.democratic party;3;6;0.039045553145336226;2021;12;15;4;0;0;0;0;0;2
1436;bell hooks.none.none;2;4;0.01735357917570499;2021;12;15;0;0;0;0;4;0;0
1437;none.none.drakeo the ruler (darrell caldwell);2;4;0.01735357917570499;2021;12;15;0;0;0;2;2;0;0
1438;gus faucher.none.none;2;4;0.01735357917570499;2021;12;15;0;0;0;2;2;0;0
1439;twitter.none.none;2;4;0.01735357917570499;2021;12;15;0;0;0;0;4;0;0
1440;none.none.none;9;36;14.727272727272728;2022;1;1;0;2;4;10;18;2;0
1441;none.none.website security;1;4;0.18181818181818182;2022;1;1;0;0;0;0;4;0;0
1442;andrew s.t. haffer.alkermes, inc..none;1;2;0.09090909090909091;2022;1;1;0;0;0;2;0;0;0
1443;none.covid-19.united states;1;2;0.09090909090909091;2022;1;1;0;0;0;2;0;0;0
1444;kris sigford.government task force.midwest residents;1;2;0.09090909090909091;2022;1;1;0;0;0;0;2;0;0
1445;l johnsson.g netzer.moore's law;1;2;0.09090909090909091;2022;1;1;0;0;0;0;2;0;0
1446;laracroft\_nyc.t2yuki.none;1;2;0.09090909090909091;2022;1;1;0;0;0;0;2;0;0
1447;larry klayman.michael bloomberg.none;1;2;0.09090909090909091;2022;1;1;0;0;0;2;0;0;0
1448;lifetogo.none.none;1;2;0.09090909090909091;2022;1;1;0;0;0;2;0;0;0
1449;none.age-related mitochondrial dysfunction and oxidative stress.osteoarthritis;1;2;0.09090909090909091;2022;1;1;0;0;0;2;0;0;0
1450;none.none.none;15;88;25.88235294117647;2022;1;15;0;4;10;8;66;0;0
1451;moderna.none.none;1;20;0.39215686274509803;2022;1;15;0;0;0;0;20;0;0
1452;stéphane bancel.none.none;1;14;0.27450980392156865;2022;1;15;0;0;0;0;14;0;0
1453;stanley c. erck.none.none;1;14;0.27450980392156865;2022;1;15;0;0;0;0;14;0;0
1454;stephane bancel.none.none;1;10;0.19607843137254902;2022;1;15;0;0;0;0;10;0;0
1455;anthony fauci.none.none;1;8;0.1568627450980392;2022;1;15;0;0;0;0;8;0;0
1456;pfizer and biontech.none.none;1;8;0.1568627450980392;2022;1;15;0;0;0;0;8;0;0
1457;pascal soriot.none.none;1;8;0.1568627450980392;2022;1;15;0;0;0;0;8;0;0
1458;albert bourla.none.none;1;8;0.1568627450980392;2022;1;15;0;0;0;0;8;0;0
1459;moncef slaoui.none.none;1;8;0.1568627450980392;2022;1;15;0;0;0;0;8;0;0
1460;none.none.none;3;16;4.8;2022;2;1;0;0;6;10;0;0;0
1461;climate scientists.climate change.california;1;2;0.2;2022;2;1;0;0;0;0;0;2;0
1462;galileo.none.none;1;2;0.2;2022;2;1;0;0;2;0;0;0;0
1463;gavin newsom.governor's office of emergency services.the los angeles times;1;2;0.2;2022;2;1;0;0;0;2;0;0;0
1464;immunologist and pharmacist.misinformation about covid-19 vaccines.population;1;2;0.2;2022;2;1;0;0;0;0;2;0;0
1465;mike dewine.none.none;1;2;0.2;2022;2;1;0;0;0;2;0;0;0
1466;paul.jews.paul;1;2;0.2;2022;2;1;0;0;0;2;0;0;0
1467;randy dobnak.none.none;1;2;0.2;2022;2;1;0;0;0;2;0;0;0
